Weak Regression,Less Weak Regression,Weak Medium Regression,Medium Regression,Strong Medium Regression,Less Strong Regression,Strong Regression,Feature
3.567074791,0.739825741,0,0,0,0,0,968.5
1.66951133,0.354730758,0,0.09830475,0,0,0,969
0.869684814,0.03041336,0,0.271789431,0,0,0,969.5
3.004411943,0.698533019,0.197949842,0.407533709,0.099252844,0,0,970
4.183107285,1.102142761,0.701388903,0.398795278,0.190094798,0,0,970.5
4.117386174,1.37054895,1.042979803,0.225494491,0.014833355,0,0,971
2.857010137,1.222602618,0.873161411,0,0,0,0,971.5
1.104547736,0.745935726,0.197823978,0,0,0,0,972
0.587689477,0.245342432,0,0,0,0,0,972.5
1.85989931,0.087126552,0,0,0,0,0,973
2.373313887,0.332819731,0,0,0,0,0,973.5
2.157073035,0.515499654,0,0,0,0,0,974
1.233380652,0.488485368,0.388286556,0,0,0,0,974.5
0.085978675,0.36534657,0.503911859,0,0,0,0,975
0.864346584,0.158842837,0.243217552,0.207311473,0,0,0,975.5
1.45255368,0,0,0,0.119002298,0,0,976
1.346910405,0,0,0,0.097051289,0,0,976.5
0.497153554,0.075679178,0,0,0,0,0,977
0.383056091,0.133250462,0,0,0,0,0,977.5
1.302816601,0.183081948,0,0,0,0,0,978
1.258105438,0.120106667,0,0,0,0,0,978.5
0.456365496,0.251193382,0,0,0,0,0,979
0.938869673,0.94447685,0.725846292,0,0,0,0,979.5
2.404051064,1.56092666,1.318169018,0,0,0,0,980
3.23573504,1.751491418,1.265525384,0.564299892,0,0,0,980.5
3.313228652,1.515968864,0.410831093,0.395663612,0,0,0,981
2.429895299,0.797248493,0,0,0,0,0,981.5
0.809723234,0,0,0,0.044855855,0,0,982
0.745838237,0.633216138,0,0,0.15597765,0,0,982.5
2.343795311,1.373393087,0.666264277,0,0,0,0,983
3.087566449,1.524983616,0.877360429,0,0,0,0,983.5
2.943308344,1.146008378,0.152414213,0,0,0,0,984
1.855908948,0.378359706,0,0,0,0,0,984.5
0.221710813,0.137443511,0,0,0,0,0,985
1.785471732,1.240685787,0.12832813,0,0,0,0,985.5
3.543099363,1.997143647,1.25402833,0.248862439,0,0,0,986
4.321724209,2.06955623,1.408387331,0.224692128,0,0,0,986.5
3.768771743,1.563014847,0.427551715,0,0,0,0,987
2.203805742,0.622223989,0,0,0,0,0,987.5
0.028895399,0.103887611,0,0,0,0,0,988
2.205426849,1.165197921,0.0361472,0,0,0,0,988.5
3.625468267,1.679141272,0.868352704,0,0,0,0,989
3.673417301,1.539039438,0.599464897,0,0.009438593,0,0,989.5
2.26452304,0.750374537,0,0,0,0,0,990
0.053548179,0,0,0,0,0,0,990.5
2.323877707,0.911242248,0,0,0,0,0,991
3.577440031,1.504432375,0.634128884,0.230633162,0,0,0,991.5
3.355440045,1.472643089,0.780194816,0.013621614,0,0,0,992
1.521107575,0.738643111,0,0,0,0,0,992.5
0.697394815,0.028332828,0,0,0,0,0,993
2.580728019,0.750364556,0,0,0,0,0,993.5
3.14832828,1.119944933,0,0,0,0,0,994
2.376445874,1.012220825,0.419885367,0,0,0,0,994.5
0.564361014,0.392264839,0.056267869,0,0,0,0,995
1.221038378,0.136022747,0,0,0,0,0,995.5
2.579059403,0.65270689,0,0,0,0,0,996
2.911258745,0.991184251,0,0,0,0,0,996.5
2.277020951,0.975212213,0,0,0,0,0,997
0.98454678,0.737586614,0.349303161,0,0.074894012,0,0,997.5
0.187490855,0.484518465,0.673598445,0.024897068,0.008269439,0,0,998
1.047672646,0.129499848,0.660007384,0.52672305,0,0,0,998.5
1.275294341,0.048628047,0.487794762,0.426167464,0,0,0,999
0.595830929,0.055818953,0.471098377,0,0,0,0,999.5
0.163235324,0.15407266,0.137833934,0,0,0,0,1000
0.922308207,0.247156311,0,0,0,0,0,1000.5
1.354617535,0.316086373,0,0,0,0,0,1001
1.440987891,0.394576603,0,0,0,0,0,1001.5
1.054404938,0.286609678,0,0,0,0,0,1002
0.539051776,0.115412799,0,0,0,0,0,1002.5
0.019080954,0,0,0.039419038,0,0,0,1003
0.504784759,0.201340582,0.131958409,0.280875755,0.11761642,0.029440848,0,1003.5
0.937578546,0.454878735,0.310345857,0,0.116448839,0,0,1004
1.325846255,0.542853597,0.255388416,0,0,0,0,1004.5
1.382744219,0.504256,0.015165823,0,0,0,0,1005
1.128755801,0.276122944,0,0,0,0,0,1005.5
0.424756922,0,0,0,0,0,0,1006
0.597993535,0.26631488,0,0,0,0,0,1006.5
1.672830513,0.82111169,0,0,0,0,0,1007
2.277901532,0.932791611,0.48291633,0,0,0,0,1007.5
2.196993304,0.913623034,0.752232827,0,0,0,0,1008
1.519018621,0.658355452,0.735965519,0.209323168,0,0,0,1008.5
0.404598828,0.318887585,0.510364303,0.489678214,0,0,0,1009
0.422135745,0.058807568,0.247074991,0.347309103,0,0,0,1009.5
0.836081602,0,0.049911511,0.027626781,0,0,0,1010
0.657217421,0.031166483,0.04686525,0,0,0,0,1010.5
0.02252116,0.229675378,0.029809298,0,0,0,0,1011
1.040956275,0.520352297,0.080509028,0,0.039619564,0,0,1011.5
1.723290362,0.622073432,0,0,0.021872658,0,0,1012
1.810257005,0.503372549,0,0,0,0,0,1012.5
0.995521138,0.096284435,0,0,0,0,0,1013
0.18617279,0.155433842,0,0,0,0,0,1013.5
1.570661887,0.626732365,0,0,0,0,0,1014
2.395269759,0.980645892,0,0,0,0,0,1014.5
2.351290903,0.922636239,0,0,0,0,0,1015
1.265052232,0.443973611,0,0,0,0,0,1015.5
0.195197948,0.026508402,0,0,0,0,0,1016
1.948111587,0.866026408,0,0,0,0,0,1016.5
3.206021946,1.648316394,0.449538331,0.114796392,0,0,0,1017
3.906226473,2.060129816,1.196130034,0.276948739,0,0,0,1017.5
3.582372204,2.00176793,1.160906623,0.379194164,0,0,0,1018
2.556027908,1.490910453,0.377110007,0.276236399,0,0,0,1018.5
0.836679721,0.4561864,0,0,0,0,0,1019
1.041478401,0.339109917,0,0,0,0,0,1019.5
2.914272035,1.383728671,0,0,0,0,0,1020
4.103229173,1.992102227,0.736788308,0,0,0,0,1020.5
3.990990001,1.897875311,0.50326373,0,0,0,0,1021
2.517168768,1.082533359,0,0,0,0,0,1021.5
0.014578847,0,0,0,0,0,0,1022
3.002922219,1.268131786,0,0,0,0,0,1022.5
5.263783274,2.299569171,0.872010916,0,0,0,0,1023
5.898088775,2.594033863,1.255523928,0.159010357,0,0,0,1023.5
4.444625619,2.034786469,0.55286248,0.100778082,0,0,0,1024
1.479234108,0.745734706,0,0,0,0,0,1024.5
1.647856068,0.323510677,0,0,0,0,0,1025
3.889118313,1.4627333,0.255624056,0,0,0,0,1025.5
4.53759047,1.946222371,0.790652103,0,0.013576375,0,0,1026
3.407677473,1.654836667,0.273628331,0.092414878,0,0,0,1026.5
1.317155246,0.802949246,0,0.195687072,0,0,0,1027
0.746127872,0,0,0.2424711,0,0,0,1027.5
2.229577051,0.894663667,0,0.025402359,0,0,0,1028
3.021640147,1.574221936,0.854994375,0,0,0,0,1028.5
3.05259623,1.835740949,1.112048878,0,0,0,0,1029
2.567330113,1.649663711,0.868619908,0,0,0,0,1029.5
2.043688156,1.233254579,0.07585548,0,0,0,0,1030
1.174561038,0.547529132,0,0,0,0,0,1030.5
0.144904376,0.005413229,0,0,0,0,0,1031
1.10191767,0.811435416,0,0,0,0,0,1031.5
2.204012845,1.32069369,0.438778366,0,0,0,0,1032
2.496880164,1.312976746,0.23763399,0,0,0,0,1032.5
1.894097037,0.796383199,0,0.025947621,0,0,0,1033
0.532651045,0.03223357,0,0.453937715,0,0,0,1033.5
1.094318836,0.817102037,0,0.54338346,0,0,0,1034
2.573271254,1.644905792,0.985780704,0.101961366,0,0,0,1034.5
3.204715053,1.947370233,1.406864127,0,0.038029278,0,0,1035
2.861448754,1.632067094,0.951357891,0,0,0,0,1035.5
1.735767884,1.0246426,0,0,0,0,0,1036
0.375925671,0.063337116,0,0,0,0,0,1036.5
0.35652905,0.136767428,0,0,0,0,0,1037
0.841733255,0.818273459,0.155770662,0,0,0,0,1037.5
0.761622164,0.971823365,0.754687857,0,0,0,0,1038
0.482834411,0.844682416,0.48891995,0,0,0,0,1038.5
0.413342621,0.588074645,0,0,0,0,0,1039
0.794218492,0.288443288,0,0,0,0,0,1039.5
1.310295278,0.077775556,0,0,0,0,0,1040
1.54039889,0.073787303,0,0,0,0,0,1040.5
1.067913236,0.629372562,0.29107818,0.501088736,0,0,0,1041
0.543835153,1.242671763,1.165811312,0.268869613,0,0,0,1041.5
2.838264617,1.846458393,1.525976874,0,0,0,0,1042
4.781390685,1.970055791,1.077456202,0,0,0,0,1042.5
5.320784617,1.628439245,0,0,0,0,0,1043
4.097081342,0.750206981,0,0,0,0,0,1043.5
1.122532534,0.007872227,0,0,0,0,0,1044
2.305364239,1.300275209,0.162132749,0,0,0,0,1044.5
4.806649253,1.978330627,1.141795166,0,0.104934224,0,0,1045
5.447653452,1.923362388,0.961429385,0,0.023857202,0.025186476,0,1045.5
3.98241996,1.117504107,0,0,0,0,0,1046
1.112596764,0.046596609,0,0,0,0,0,1046.5
