Chirality,FileName,t-SNE-x,t-SNE-y
discrete,string,continuous,continuous
class,meta,meta,meta
Chir1,s4aAAAAAABB.log.15.SpectrumVCD,0.20416635033195515,0.05992246584292185
Chir1,s4aAAAAAAII.log.15.SpectrumVCD,-0.1943563432727668,-0.08434848501681239
Chir1,s4aAAAAAAJJ.log.15.SpectrumVCD,-0.001129913099574052,0.03065316301797691
Chir1,s4aAAAAABBB.log.15.SpectrumVCD,0.3554626156454011,0.07732499480980728
Chir1,s4aAAAAABII.log.15.SpectrumVCD,-0.09701306139684329,0.04630545925589916
Chir1,s4aAAAAABJJ.log.15.SpectrumVCD,0.2616956686483354,0.2928660705546113
Chir1,s4aAAAAAGBB.log.15.SpectrumVCD,0.4589720873666743,0.11178553351274768
Chir1,s4aAAAAAGII.log.15.SpectrumVCD,0.23124082755776784,-0.25857947381953184
Chir1,s4aAAAAAGJJ.log.15.SpectrumVCD,0.37744720190502506,-0.03322739298058641
Chir1,s4aAAAAAIBB.log.15.SpectrumVCD,0.6224852825228275,-0.07743815041506456
Chir1,s4aAAAAAIII.log.15.SpectrumVCD,0.558415339209965,-0.4862805347308314
Chir1,s4aAAAAAIJJ.log.15.SpectrumVCD,0.6396062345268742,-0.06039446618151206
Chir1,s4aAAAAAJBB.log.15.SpectrumVCD,0.3948147077368634,0.06875522137769728
Chir1,s4aAAAAAJII.log.15.SpectrumVCD,0.12631123881646408,-0.24147122972426915
Chir1,s4aAAAAAJJJ.log.15.SpectrumVCD,0.3548958185561353,0.1335263361063256
Chir1,s4aAAABBABB.log.15.SpectrumVCD,0.2360425777653255,-0.08135951871545535
Chir1,s4aAAABBAII.log.15.SpectrumVCD,-0.5292072324607197,0.348751862719145
Chir1,s4aAAABBAJJ.log.15.SpectrumVCD,-0.156153034947285,-0.0716418134814016
Chir1,s4aAAABBBBB.log.15.SpectrumVCD,0.27365018560819465,-0.00790247513210738
Chir1,s4aAAABBBII.log.15.SpectrumVCD,-0.7775772356173308,0.0335286452433702
Chir1,s4aAAABBBJJ.log.15.SpectrumVCD,-0.019987752546922904,0.042305657010870155
Chir1,s4aAAABBGBB.log.15.SpectrumVCD,0.4641110908786166,-0.26560228027018373
Chir1,s4aAAABBGII.log.15.SpectrumVCD,-0.3457519245107062,0.32544593403961714
Chir1,s4aAAABBGJJ.log.15.SpectrumVCD,0.21642151696487089,-0.320463818507516
Chir1,s4aAAABBIBB.log.15.SpectrumVCD,0.25657871005499516,-0.40823604887096865
Chir1,s4aAAABBIII.log.15.SpectrumVCD,-0.19677817814801743,-0.4819956456501313
Chir1,s4aAAABBIJJ.log.15.SpectrumVCD,0.27779750407381726,-0.46368050045306414
Chir1,s4aAAABBJBB.log.15.SpectrumVCD,0.442152484769094,-0.07861206626782553
Chir1,s4aAAABBJII.log.15.SpectrumVCD,-0.2535139491866617,-0.3461832465857807
Chir1,s4aAAABBJJJ.log.15.SpectrumVCD,0.23665195385376625,-0.05958173532849345
Chir1,s4aAAAIIABB.log.15.SpectrumVCD,-0.12388920055459558,-0.003654389044508931
Chir1,s4aAAAIIAII.log.15.SpectrumVCD,-0.7069127222669185,-0.0397922781740556
Chir1,s4aAAAIIAJJ.log.15.SpectrumVCD,-0.4055942370847224,0.11829957640410664
Chir1,s4aAAAIIBBB.log.15.SpectrumVCD,0.19251959381368888,-0.3552493526582068
Chir1,s4aAAAIIBII.log.15.SpectrumVCD,-0.6374692446280823,-0.07012496430041218
Chir1,s4aAAAIIBJJ.log.15.SpectrumVCD,-0.1464668835106448,-0.01829205986883862
Chir1,s4aAAAIIGBB.log.15.SpectrumVCD,0.31071827757621545,-0.5102182207037256
Chir1,s4aAAAIIGII.log.15.SpectrumVCD,-0.5672009888681653,-0.4448604914380695
Chir1,s4aAAAIIGJJ.log.15.SpectrumVCD,0.01351296365315239,-0.4160197215332992
Chir1,s4aAAAIIIBB.log.15.SpectrumVCD,0.8138962160424419,-0.09508196078149769
Chir1,s4aAAAIIIII.log.15.SpectrumVCD,0.42479628729379953,-0.3553254443558336
Chir1,s4aAAAIIIJJ.log.15.SpectrumVCD,0.784851023293222,0.11659632196506246
Chir1,s4aAAAIIJBB.log.15.SpectrumVCD,0.4917129345128867,-0.1031845539673304
Chir1,s4aAAAIIJII.log.15.SpectrumVCD,-0.126309086934302,-0.2553599237812783
Chir1,s4aAAAIIJJJ.log.15.SpectrumVCD,0.009284653550198897,0.09406058186049732
Chir1,s4aAAAJJABB.log.15.SpectrumVCD,0.062300103681054035,0.03519734303146463
Chir1,s4aAAAJJAII.log.15.SpectrumVCD,-0.34920985007431804,0.37636177094894435
Chir1,s4aAAAJJAJJ.log.15.SpectrumVCD,-0.31773181329108274,0.1368923370402209
Chir1,s4aAAAJJBBB.log.15.SpectrumVCD,0.23061685226527326,-0.03761432278775093
Chir1,s4aAAAJJBII.log.15.SpectrumVCD,-0.7964634827404856,-0.037993736107183755
Chir1,s4aAAAJJBJJ.log.15.SpectrumVCD,-0.3271572871957069,0.0774970511459865
Chir1,s4aAAAJJGBB.log.15.SpectrumVCD,0.3636963354095206,-0.17149280970035716
Chir1,s4aAAAJJGII.log.15.SpectrumVCD,0.03475296774800364,-0.37226317110812723
Chir1,s4aAAAJJGJJ.log.15.SpectrumVCD,0.12641304558329325,-0.24521829959709196
Chir1,s4aAAAJJIBB.log.15.SpectrumVCD,0.4960513845645197,-0.07773169270003889
Chir1,s4aAAAJJIII.log.15.SpectrumVCD,0.2913122625853033,-0.22158341933541853
Chir1,s4aAAAJJIJJ.log.15.SpectrumVCD,0.28288634776899335,-0.08506508751159318
Chir1,s4aAAAJJJBB.log.15.SpectrumVCD,0.4514675793870177,-0.11657040636918486
Chir1,s4aAAAJJJII.log.15.SpectrumVCD,0.02700185155738894,-0.1890468302342024
Chir1,s4aAAAJJJJJ.log.15.SpectrumVCD,0.08262133682713482,0.039234769748957135
Chir1,s4aAABAAABB.log.15.SpectrumVCD,0.1611690035770518,0.038763467071941025
Chir1,s4aAABAAAII.log.15.SpectrumVCD,-0.26930470404706847,-0.05025116600488197
Chir1,s4aAABAAAJJ.log.15.SpectrumVCD,-0.1368539486758992,-0.034405949775750365
Chir1,s4aAABAABBB.log.15.SpectrumVCD,0.2823134897736058,0.13091116108284984
Chir1,s4aAABAABII.log.15.SpectrumVCD,0.18327554276701508,0.1752457262350225
Chir1,s4aAABAABJJ.log.15.SpectrumVCD,0.11697650851991279,0.25520071444386466
Chir1,s4aAABAAGBB.log.15.SpectrumVCD,0.4833922521585523,0.1384261474621195
Chir1,s4aAABAAGII.log.15.SpectrumVCD,0.4600728220463343,-0.041700658100648276
Chir1,s4aAABAAGJJ.log.15.SpectrumVCD,0.38847051273664013,0.017677333855209316
Chir1,s4aAABAAIBB.log.15.SpectrumVCD,0.5410153450035853,0.21145352376147555
Chir1,s4aAABAAIII.log.15.SpectrumVCD,0.4929383415842555,-0.3659059511567662
Chir1,s4aAABAAIJJ.log.15.SpectrumVCD,0.5198624429926869,0.18612861400126596
