L1_1000,L1_0_001,L1_1,L1_35,L1_0_030,L1_0_010,L1_0_005,L2_1000,L2_35,L2_1,L2_0_030,L2_0_010,L2_0_005,L2_0_001,Feature
0.173609258,0,0.046371753,0.123107377,0,0,0,0.454595364,0.05594078,0.400107432,0.243971007,0.131017805,0.080142146,0.030191547,1272
2.325654765,0,1.200627084,2.215368966,0,0,0,2.459907104,2.024452952,0.749069534,0.06384168,0.021502201,0.006275812,0.016404748,1276
1.506937801,0,0.787207843,1.416173744,0,0,0,1.725059257,1.263447461,0.379021802,0.115847382,0.040353413,0.004629626,0.032797802,1280
1.403881679,0,0.714578846,1.328267116,0.097479196,0.056865544,0,1.597134365,1.205523729,0.331727984,0.219553171,0.185526387,0.156539442,0.094864092,1284
0.57528281,0,0.041085723,0.514260189,0.330797046,0.264716441,0.212664695,0.779452339,0.414924758,0.286112034,0.287570603,0.228893503,0.191773412,0.114807532,1288
1.630898277,0,0.888630049,1.536187472,0,0,0.025201644,1.794644498,1.379443155,0.546072541,0.005909226,0.076921969,0.09589836,0.088143313,1292
0.953504999,0,0.39366048,0.90600246,0.100528224,0.06684335,0.013322362,1.043780699,0.825289776,0.048480065,0.120416387,0.083082632,0.071085679,0.061497332,1296
0.73246522,0,0.367445642,0.668935807,0,0,0,0.923218344,0.566162199,0.171110699,0.005144892,0.024613925,0.031804473,0.042289806,1300
1.116291677,0,0.604842696,1.08190363,0,0,0,1.215862383,1.017644219,0.331357794,0.024752389,0.040686405,0.045655472,0.046418263,1304
0.436524895,0,0.074621829,0.374852253,0.144510294,0.062103129,0,0.57607184,0.278245663,0.161386466,0.130617372,0.103662566,0.087090622,0.05543385,1308
0.823003068,0,0.515222106,0.811560454,0,0,0,0.8139335,0.791719696,0.509795089,0.005260929,0.037531903,0.044058288,0.038119179,1312
0.155941866,0,0.011609024,0.113852596,0,0,0,0.262551764,0.033347523,0.34763465,0.08768719,0.044887901,0.035149727,0.026615191,1316
0.735099903,0,0.406967869,0.712845612,0,0,0,0.806537528,0.697960428,0.544005155,0.100132482,0.031801314,0.008985077,0.009629804,1320
0.079246112,0,0,0.079819539,0,0,0,0.03196264,0.110294184,0.305617682,0.097362302,0.051257983,0.03261899,0.009600351,1324
0.749260164,0,0.280361972,0.702800468,0,0,0,0.830134526,0.652429342,0.329714134,0.017693328,0.014870361,0.017467026,0.015506138,1328
0.25917395,0,0.277095624,0.250922953,0.045618389,0,0,0.292556325,0.215620487,0.034809745,0.134023072,0.112938013,0.093018708,0.048726705,1332
1.41594493,0,0.723303966,1.348053617,0.142079505,0.081960011,0,1.516863378,1.26228309,0.698315889,0.203802295,0.136890138,0.108035968,0.05675406,1336
0.164840605,0,0.110382556,0.169506596,0,0,0,0.101084079,0.201161885,0.33956332,0.081620549,0.009302986,0.017246329,0.030796185,1340
0.91482983,0,0.513421076,0.873958207,0.003672849,0,0,1.042801819,0.821865935,0.411391557,0.102404799,0.063660691,0.047561428,0.024314116,1344
1.1511573,0,0.587717161,1.085760749,0,0,0,1.196051938,0.97715196,0.407166653,0.130644068,0.063786812,0.035594286,0.004572379,1348
0.137620197,0,0.113583786,0.134464292,0,0,0,0.013034094,0.137813559,0.292119378,0.178828002,0.096895894,0.065132027,0.028448582,1352
1.095451726,0,0.55504311,1.032228811,0,0,0,1.144501456,0.934760822,0.438049709,0.059752751,0.003496798,0.010949328,0.015753064,1356
0.206350375,0,0.103442832,0.19842864,0,0,0,0.308669705,0.182032148,0.042169712,0.02686602,0.010316914,0.005947593,0.005171054,1360
0.482886688,0,0.254454338,0.448857625,0,0,0,0.539635603,0.393562269,0.139986535,0.002264553,0.006113549,0.008592467,0.000639048,1364
0.43256612,0,0.174314127,0.411168684,0,0,0,0.52229037,0.379541526,0.114496574,0.055780923,0.040079122,0.026291592,0.007570357,1368
0.469789652,0,0.428395148,0.455404685,0,0,0,0.488177532,0.423294032,0.275669435,0.108855595,0.059557481,0.030136406,0.018614798,1372
0.928812361,0,0.275728217,0.871594059,0,0,0,1.055764334,0.790964594,0.227534641,0.025176283,0.032890507,0.03691647,0.045253814,1376
0.427989049,0,0.200662591,0.420100343,0.117076443,0.095195835,0.078633297,0.393435942,0.409615496,0.337161827,0.163079518,0.118927885,0.100231533,0.070030899,1380
0.589217087,0,0.33820458,0.573643812,0,0.051156929,0.009547363,0.625027939,0.530376168,0.250690507,0.002858992,0.050991374,0.061683445,0.056825675,1384
0.314519891,0,0.032764204,0.275580507,0.123109236,0.010265561,0,0.372446903,0.245396071,0.010180552,0.088144775,0.066278248,0.055225728,0.043002028,1388
0.627456236,0,0.268741847,0.58963039,0.006193965,0,0,0.554231545,0.557895742,0.360016048,0.123392638,0.072622028,0.056032297,0.038134134,1392
1.246030722,0,0.562331953,1.173925724,0,0,0,1.225831041,1.081306161,0.508293689,0.101248446,0.021894067,0.004726476,0.023655698,1396
0.875932449,0,0.321924483,0.814056305,0,0,0,0.831927459,0.733472624,0.250725275,0.072886468,0.045642621,0.035278548,0.020807146,1400
0.339234789,0,0,0.293137861,0,0,0,0.357675463,0.230644058,0.148557149,0.067412371,0.027462589,0.014094949,0.000866216,1404
0.543388908,0,0.405726601,0.546591356,0,0,0,0.532065476,0.552337215,0.541717132,0.16077212,0.081038613,0.055036012,0.035146367,1408
0.583024094,0,0.279111674,0.576391565,0,0,0,0.597010535,0.581016177,0.461253433,0.014730705,0.035745547,0.054820008,0.066102284,1412
0.201780094,0,0.010758795,0.210243143,0.09057016,0.030751801,0,0.397911521,0.269754469,0.33643823,0.076944711,0.105664542,0.117766342,0.104885845,1416
0.998891814,0,0.888032732,0.949741141,0.08478185,0.166954912,0.124076831,0.692059132,0.787903336,0.211484293,0.137182945,0.155558997,0.151173584,0.112974275,1420
1.600925432,0,0.630211301,1.525190843,0.116807521,0,0,1.834385379,1.440190972,0.610006459,0.318330799,0.250497783,0.207868912,0.126278495,1424
3.674195055,0.177110574,2.377356556,3.504891092,0.925247656,0.637553261,0.446280637,3.810016812,3.230749584,1.737015498,0.771577319,0.512329788,0.384911026,0.19136374,1428
0.2785603,0.11846112,0.245223809,0.283851311,0.316066925,0.326463532,0.345266412,0.728011466,0.286257154,0.338227915,0.459911972,0.396253867,0.334586928,0.193162724,1432
1.739794618,0,0.772870247,1.622241057,0,0,0,1.882633151,1.418364613,0.186002763,0.028537533,0.058828084,0.067410067,0.064806545,1436
2.084311083,0,1.351324113,2.009234622,0,0,0,2.167781208,1.900688066,1.149697808,0.107272916,0.01452843,0.004567881,0.02051469,1440
2.507697282,0,1.748067624,2.441819535,0,0,0,2.286981292,2.32500173,1.522232696,0.278934162,0.084068857,0.014070541,0.047993315,1444
4.209169408,0,2.728995967,4.065920607,0.021939009,0,0,4.332668426,3.795261507,1.937468132,0.464747102,0.309831209,0.246035065,0.140482305,1448
1.020310559,0.051377787,0.440022183,0.935981305,0.92689179,0.718950884,0.456485455,1.124012848,0.843887762,0.526064846,0.549108853,0.430769964,0.351280296,0.190441366,1452
1.753223279,0,1.272720087,1.677953987,0,0,0.243512071,1.974443373,1.555236844,0.822138095,0.51467617,0.435432188,0.363888723,0.19691233,1456
3.962008318,0,2.549732142,3.851194148,0.854159011,0.494781021,0.126345847,3.962841627,3.617841174,2.067303963,0.711638791,0.507389374,0.391064429,0.17974188,1460
0.858191685,0,0.709585494,0.915115023,0,0,0,0.635233665,0.941009443,0.773004296,0.236032141,0.225538062,0.187105608,0.088521521,1464
4.737251427,0,2.962382509,4.613648754,0.116811908,0,0,4.627488281,4.360724425,2.383529141,0.346907135,0.171481544,0.112510836,0.035051552,1468
0.30468513,0,0,0,0,0,0,0.262310447,0.373699591,0.082074912,0.01499593,0.014468607,0.030142989,0.045772526,1472
6.355267322,0,2.916978062,5.628004265,0,0,0,7.31378097,4.544652252,2.135992364,0.204140882,0.10492959,0.085880059,0.065176428,1476
1.498264484,0,0,1.206154924,0,0,0,4.010902048,0.687575847,0.196316036,0.09956974,0.084396628,0.077638502,0.052901174,1480
0.459089112,0,0.445535306,0.463924766,0.213348203,0,0,1.049629735,0.577921674,0.380172393,0.116013396,0.123344956,0.104102074,0.045585353,1484
0.28136652,0,0,0.229356731,0.024879926,0,0,0.176907478,0.229565369,0.131506464,0.154473295,0.099453078,0.063726518,0.014952107,1488
1.419024666,0,0.524063049,1.304205351,0,0,0,1.178650424,1.17091568,0.294665671,0.119165952,0.12732807,0.111728956,0.053946179,1492
0.906577659,0,0.979036898,0.904802921,0.551778603,0.102451923,0,1.236880143,0.881861546,0.880486022,0.577675366,0.378777236,0.270623426,0.095783752,1496
3.507896375,0,1.779629697,3.33780774,0,0,0,3.576666656,3.058941782,1.189127863,0.188519359,0.104651197,0.066500243,0.003434536,1500
2.966557119,0,1.871021683,2.895161939,0.568469565,0.098654633,0,2.508348151,2.765208204,1.826436011,0.681816982,0.431295667,0.320327283,0.162334173,1504
4.893896252,0.096570917,2.391370755,4.667165992,0.162335383,0.435520671,0.411371585,5.209479538,4.296480041,1.708941155,0.137440716,0.265828285,0.273292885,0.191386718,1508
0.901777352,0.141856855,0.313680458,0.898174461,0.06004483,0,0,0.213098269,0.886090242,0.691508684,0.278767841,0.295709571,0.282598747,0.190558499,1512
4.24137943,0,1.668492204,3.994075326,0.778145436,0.561168281,0.419507762,4.89541191,3.596307192,0.80478849,0.535450631,0.433455554,0.356219237,0.197913583,1516
0.092958681,0,0.092747547,0.013365997,0,0,0,1.071729562,0.089634168,0.606634751,0.29512244,0.240451242,0.207491969,0.135529984,1520
6.901233924,0,3.716550899,6.581419471,0,0,0,7.707740979,6.04553827,2.426161726,0.296110197,0.110886203,0.040967157,0.037105046,1524
0.34827964,0,0.42602587,0.405308734,0,0,0,0.5834901,0.477697722,0.765790731,0.129484714,0.029579258,0.014550389,0.029214501,1528
6.170956186,0,3.399656745,5.892132642,0,0,0,6.686591377,5.458100634,2.425990785,0.378234256,0.143021352,0.069403581,1.55E-05,1532
0.300583895,0,0.38334011,0.344014681,0,0,0,0.493196741,0.426550456,0.832329792,0.372532021,0.184010834,0.10754869,0.02071482,1536
3.886005274,0,1.763314516,3.657117544,0,0.038985806,0.020414912,4.71953091,3.308388944,0.989184533,0.227434376,0.159175739,0.127803328,0.079810654,1540
