Weak Lasso,Strong Lasso,Medium Lasso,Medium Weak Lasso,Medium Strong Lasso,Quite Strong Lasso,Almost Strong Lasso,Feature
0.079246112,0,0,0.079819539,0,0.083800654,0.084288824,1324
0.749260164,0,0.280361972,0.702800468,0,0.725786944,0.728741148,1328
0.25917395,0,0.277095624,0.250922953,0.045618389,0.251275988,0.251394309,1332
1.41594493,0,0.723303966,1.348053617,0.142079505,1.380532095,1.385241953,1336
0.164840605,0,0.110382556,0.169506596,0,0.17128035,0.172127927,1340
0.91482983,0,0.513421076,0.873958207,0.003672849,0.892560762,0.895523242,1344
1.1511573,0,0.587717161,1.085760749,0,1.113663566,1.11719067,1348
0.137620197,0,0.113583786,0.134464292,0,0.137325785,0.137620332,1352
1.095451726,0,0.55504311,1.032228811,0,1.059682596,1.063607045,1356
0.206350375,0,0.103442832,0.19842864,0,0.201532928,0.201703933,1360
0.482886688,0,0.254454338,0.448857625,0,0.461787948,0.463715245,1364
0.43256612,0,0.174314127,0.411168684,0,0.421489382,0.423016609,1368
0.469789652,0,0.428395148,0.455404685,0,0.459955156,0.460675364,1372
0.928812361,0,0.275728217,0.871594059,0,0.898898827,0.902514764,1376
0.427989049,0,0.200662591,0.420100343,0.117076443,0.427064183,0.42822156,1380
0.589217087,0,0.33820458,0.573643812,0,0.581570191,0.583364359,1384
0.314519891,0,0.032764204,0.275580507,0.123109236,0.292619877,0.294504909,1388
0.627456236,0,0.268741847,0.58963039,0.006193965,0.608184082,0.611368246,1392
1.246030722,0,0.562331953,1.173925724,0,1.207190719,1.212248479,1396
0.875932449,0,0.321924483,0.814056305,0,0.842731166,0.846604184,1400
0.339234789,0,0,0.293137861,0,0.313395491,0.316540457,1404
0.543388908,0,0.405726601,0.546591356,0,0.547428017,0.547452309,1408
0.583024094,0,0.279111674,0.576391565,0,0.583298475,0.584572362,1412
0.201780094,0,0.010758795,0.210243143,0.09057016,0.211452246,0.212690175,1416
0.998891814,0,0.888032732,0.949741141,0.08478185,0.964354589,0.963585652,1420
1.600925432,0,0.630211301,1.525190843,0.116807521,1.56074367,1.569770131,1424
3.674195055,0.177110574,2.377356556,3.504891092,0.925247656,3.578410685,3.584427944,1428
0.2785603,0.11846112,0.245223809,0.283851311,0.316066925,0.281715696,0.285972955,1432
1.739794618,0,0.772870247,1.622241057,0,1.66941936,1.675295298,1436
2.084311083,0,1.351324113,2.009234622,0,2.045615443,2.052306421,1440
2.507697282,0,1.748067624,2.441819535,0,2.474049582,2.480614134,1444
4.209169408,0,2.728995967,4.065920607,0.021939009,4.128390632,4.141708126,1448
1.020310559,0.051377787,0.440022183,0.935981305,0.92689179,0.974913257,0.974092453,1452
1.753223279,0,1.272720087,1.677953987,0,1.705725107,1.719675505,1456
3.962008318,0,2.549732142,3.851194148,0.854159011,3.908659922,3.910342347,1460
0.858191685,0,0.709585494,0.915115023,0,0.90794926,0.892088843,1464
4.737251427,0,2.962382509,4.613648754,0.116811908,4.699953341,4.677173161,1468
0.30468513,0,0,0,0,0.089833904,0.245119702,1472
6.355267322,0,2.916978062,5.628004265,0,5.867391377,6.092934289,1476
1.498264484,0,0,1.206154924,0,1.236656273,1.336226862,1480
0.459089112,0,0.445535306,0.463924766,0.213348203,0.516672291,0.49029392,1484
0.28136652,0,0,0.229356731,0.024879926,0.266636744,0.265002325,1488
1.419024666,0,0.524063049,1.304205351,0,1.363503229,1.37038864,1492
0.906577659,0,0.979036898,0.904802921,0.551778603,0.899847382,0.898498923,1496
3.507896375,0,1.779629697,3.33780774,0,3.420332478,3.434263081,1500
2.966557119,0,1.871021683,2.895161939,0.568469565,2.940874759,2.94902904,1504
4.893896252,0.096570917,2.391370755,4.667165992,0.162335383,4.778670059,4.795643109,1508
0.901777352,0.141856855,0.313680458,0.898174461,0.06004483,0.913075681,0.914559328,1512
4.24137943,0,1.668492204,3.994075326,0.778145436,4.103363661,4.118657013,1516
0.092958681,0,0.092747547,0.013365997,0,0.040251071,0.0438799,1520
6.901233924,0,3.716550899,6.581419471,0,6.716362607,6.735914669,1524
0.34827964,0,0.42602587,0.405308734,0,0.386376772,0.385067142,1528
6.170956186,0,3.399656745,5.892132642,0,6.012681044,6.031164489,1532
0.300583895,0,0.38334011,0.344014681,0,0.33262905,0.333762462,1536
3.886005274,0,1.763314516,3.657117544,0,3.752396667,3.767297132,1540
5.064465152,0,3.438990485,4.865425478,0.263209387,4.949701693,4.960402834,1544
0.70392738,0,1.545485171,0.809270149,0.102052934,0.772479173,0.765318217,1548
7.768971863,0,4.758280451,7.435943587,0,7.577115035,7.594726358,1552
0.84936502,0,0.31901426,0.779872285,0,0.805487686,0.810430509,1556
1.303674876,0,0.109211429,1.147520792,0.046440831,1.2075014,1.213817766,1560
2.930818925,0,1.788756485,2.821849457,0,2.870588198,2.878413798,1564
4.246828615,0,2.5493407,4.062903572,0.260155013,4.138629859,4.148879603,1568
1.188006997,0,0.409853263,1.098797176,0.182473945,1.132444788,1.13642458,1572
1.303521675,0,1.189405824,1.291622149,0.254199415,1.297984528,1.300125868,1576
0.700313289,0,0,0.578283289,0.147421511,0.627276498,0.632053982,1580
1.446088272,0,0.948127534,1.419594493,0,1.42972354,1.432735657,1584
0.212119863,0,0.106667086,0.207402015,0,0.214913389,0.215114504,1588
0.125623686,0,0.161108409,0.146218847,0.078696191,0.144472972,0.144722782,1592
0.687345085,0,0.272228041,0.644449559,0,0.66318025,0.666501216,1596
0.820023504,0,0.554782366,0.803869644,0,0.817039356,0.818489708,1600
0.737989835,0,0.535141737,0.753711549,0.034833793,0.761032859,0.762178115,1604
2.139004526,0,1.096614668,2.06365052,0,2.107831337,2.114343589,1608
0.458274745,0,0.032558002,0.458012035,0,0.469121139,0.470731679,1612
1.538023729,0,0.269569173,1.436646912,0,1.484578683,1.490460484,1616
0.840609497,0,1.012014603,0.822765403,0,0.826275014,0.828056616,1620
1.512155465,0,0.42890841,1.417533096,0,1.457798585,1.462776287,1624
0.071748787,0,0,0.028675886,0.010567037,0.043498807,0.045127514,1628
1.739398271,0,0.870498916,1.656928486,0,1.690489104,1.695933261,1632
1.44615618,0,0.836392838,1.362592721,0,1.396465652,1.400498441,1636
1.278865259,0,0.571192097,1.203722936,0,1.232064029,1.236842311,1640
2.178615024,0,1.103250543,2.053134681,0,2.104968529,2.111119033,1644
0.748964282,0,0.315969127,0.680652716,0,0.705619006,0.709319676,1648
3.616573001,0,1.850182483,3.437426496,0,3.508938076,3.52012368,1652
0.276027539,0,0,0.208258975,0,0.233782575,0.235064008,1656
4.338008959,0,2.164438581,4.099898296,0.069307608,4.195712954,4.211046609,1660
0.849646615,0,0.252352101,0.760818334,0.051344521,0.792548008,0.796148055,1664
4.918815812,0,2.51324658,4.652223787,0,4.757389439,4.771726817,1668
3.177995998,0,1.442439963,2.950991874,0,3.039402745,3.052027266,1672
3.11518298,0,1.509681442,2.932240138,0,3.003793656,3.013781407,1676
5.942670331,0,3.142160979,5.599505567,0,5.73189897,5.750850001,1680
3.94207835,0,1.23614826,3.625496617,0,3.748978835,3.765738653,1684
6.522441088,0,4.026551138,6.202531789,0,6.324124325,6.340288347,1688
3.170431815,0,0.536188548,2.867868325,0.015150104,2.985235586,3.003421602,1692
8.07589306,0,4.507368609,7.628518276,0,7.798862569,7.824464498,1696
5.396579419,0,2.101534944,5.005532818,0,5.154838892,5.172616647,1700
8.715062087,0,4.356362638,8.165651769,0,8.371885422,8.404390827,1704
8.585093109,0,3.790724409,8.003028157,0,8.22618946,8.254741287,1708
8.708380144,0,4.36758272,8.168481673,0.069911729,8.368068988,8.399220188,1712
8.470400695,0,3.609661288,7.86623852,0,8.092510733,8.124899159,1716
9.913559241,0,4.783466729,9.269964198,0,9.50859425,9.540619335,1720
8.84763855,0,3.648711775,8.2039275,0,8.439440012,8.472653403,1724
10.57400027,0,4.971521673,9.858831996,0,10.12027324,10.16516291,1728
8.553971517,0,3.994976935,7.979388897,0.053275535,8.182830191,8.208944774,1732
10.48777746,0,4.428085736,9.708371312,0.164059255,9.988736271,10.03187777,1736
11.72756832,0,5.44739267,10.9150727,0,11.20130904,11.24778974,1740
7.011009393,0,2.379751192,6.41831469,0,6.615344829,6.650262939,1744
10.49142786,0,4.59200913,9.594682847,0,9.89706808,9.926886223,1748
8.34310603,0,3.859139122,8.045639544,0.162637071,8.165474427,8.251614768,1752
7.340429221,0,2.019341451,6.168521761,0,6.499374333,6.486759459,1756
5.642140242,0,3.120359151,5.837488086,0,5.85933151,5.921273999,1760
11.3176667,0,2.408388212,9.257919864,0,9.69073705,10.01172067,1764
1.771864631,0,0,1.804322809,0,2.05707586,1.430198789,1768
5.300206129,0,0,3.624763327,0,4.330437122,4.316979824,1772
9.216737139,0,0,8.058828806,0,8.095960022,7.891879306,1776
12.72990776,0,0,10.92817819,0,11.4126367,11.43749595,1780
16.2431223,0,1.743457827,13.88193391,0,14.34473419,14.11216732,1784
17.41137501,0,6.174044798,16.21207998,0,16.60403108,17.16181113,1788
19.05027763,0,10.60750481,17.99306175,0,18.72373275,18.85725705,1792
19.93890601,0,14.59921103,19.54882872,0,20.14124367,19.8447971,1796
20.73260158,0,18.3079149,21.2763087,0,21.19693926,21.34918838,1800
