0.014782106,800
0.014234998,808
0.015764259,824
0.020939376,832
0.025740806,840
0.02007367,856
0.013624502,864
0.013177034,872
0.015915517,888
0.019750862,896
0.021448108,904
0.023022322,920
0.015257908,928
0.012833633,936
0.013349496,952
0.011221411,960
0.012608143,968
0.013305577,992
0.010052216,1024
0.011729402,1056
0.01262055,1088
0.012508976,1120
0.022379952,1152
0.18870003,1184
0.026067356,1216
0.013772896,1248
0.016207559,1280
0.021329983,1312
0.079212051,1344
0.036723621,1376
0.01825556,1408
0.035267615,1440
0.062872311,1472
0.020214066,1504
0.015961453,1536
0.011666247,1568
0.015220735,1600
0.013912748,1632
0.01292292,1664
0.01235495,1696
0.012145541,1728
0.011053217,1760
0.009798317,1792
